State / UT Region,Department Code,Service Descriptor,Submission Date,Total Recorded Transactions,Reported Latency (Days)
Puducherry,General Administration,Ration Subsidies,2025-07-01,4404,
Uttaranchal,Transport,Caste Certificate,2025-12-10,4469,2.7
Delhi,Identity,Driving License (Sarathi),2025-12-03,3356,2.0
Maharashtra,General Administration,DigiLocker Pull,2025-09-06,3706,30.6
Puducherry,Transport,DigiLocker Pull,2025-11-19,4808,6.6
Maharashtra,Identity,Driving License (Sarathi),2025-11-03,2472,3.0
Orissa,Identity,Ration Subsidies,2025-11-24,5517,21.3
Delhi,Transport,DigiLocker Pull,2025-08-19,3164,4.9
Uttarakhand,Transport,Caste Certificate,2025-09-06,4498,1.4
Maharashtra,PDS,Ration Subsidies,2025-10-22,5771,0.3
Puducherry,Revenue,Caste Certificate,2025-07-16,5375,4.2
Odisha,Transport,Driving License (Sarathi),2025-08-27,8989,1.2
Karnataka,Transport,Ration Subsidies,2025-09-02,5929,5.6
Odisha,Revenue,Caste Certificate,2025-09-08,3077,7.2
Delhi,Revenue,Caste Certificate,2025-12-08,3980,7.0
Karnataka,Revenue,Driving License (Sarathi),2025-10-10,4769,0.6
Maharashtra,General Administration,Ration Subsidies,2025-09-26,3190,7.5
Karnataka,Revenue,Driving License (Sarathi),2025-11-01,5718,1.5
Puducherry,Revenue,DigiLocker Pull,2025-10-12,7347,6.9
Odisha,Identity,Driving License (Sarathi),2025-11-07,3882,14.9
Delhi,General Administration,Ration Subsidies,2025-09-24,5736,5.4
Karnataka,General Administration,Caste Certificate,2025-12-04,2178,2.4
Puducherry,PDS,Caste Certificate,2025-08-30,7038,3.7
Uttarakhand,Identity,DigiLocker Pull,2025-08-04,3308,2.2
Maharashtra,Transport,Caste Certificate,2025-08-25,4887,1.8
Karnataka,General Administration,Vehicle Registration (Vahan),2025-08-31,2235,6.1
Delhi,General Administration,Ration Subsidies,2025-12-28,4331,4.6
Odisha,Revenue,Driving License (Sarathi),2025-12-15,3777,3.5
Karnataka,Transport,Vehicle Registration (Vahan),2025-09-01,8439,2.7
Uttarakhand,Identity,Vehicle Registration (Vahan),2025-12-20,5817,4.3
Maharashtra,Identity,Driving License (Sarathi),2025-12-12,3696,0.6
Maharashtra,Identity,Vehicle Registration (Vahan),2025-11-15,5109,4.8
Maharashtra,Identity,Ration Subsidies,2025-09-12,7062,21.3
Maharashtra,PDS,Caste Certificate,2025-08-21,8479,5.6
Uttaranchal,PDS,Ration Subsidies,2025-11-19,3911,9.6
Maharashtra,Revenue,Driving License (Sarathi),2025-09-19,4490,12.5
Odisha,Identity,DigiLocker Pull,2025-11-17,6514,0.1
Uttarakhand,Revenue,Vehicle Registration (Vahan),2025-09-23,3337,3.7
Karnataka,PDS,Driving License (Sarathi),2025-09-29,4282,6.6
Maharashtra,Identity,Vehicle Registration (Vahan),2025-07-16,6343,9.0
Puducherry,Identity,Ration Subsidies,2025-09-29,4619,0.0
Delhi,PDS,Caste Certificate,2025-09-08,8062,0.7
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-11-28,6914,0.7
Karnataka,PDS,DigiLocker Pull,2025-10-21,3375,1.1
Maharashtra,Revenue,Driving License (Sarathi),2025-07-31,6398,6.4
Uttarakhand,Transport,Caste Certificate,2025-10-19,4038,
Karnataka,Identity,DigiLocker Pull,2025-08-26,4723,0.0
Karnataka,General Administration,Ration Subsidies,2025-07-23,4593,6.9
Uttarakhand,Transport,DigiLocker Pull,2025-11-09,5995,26.1
Delhi,Revenue,Ration Subsidies,2025-11-04,6482,9.0
Karnataka,Transport,Vehicle Registration (Vahan),2025-12-03,5469,2.6
Uttarakhand,PDS,Ration Subsidies,2025-11-05,3471,2.2
Uttarakhand,Identity,Driving License (Sarathi),2025-09-13,3953,0.6
Maharashtra,Revenue,Caste Certificate,2025-10-05,7585,6.1
Maharashtra,Transport,Ration Subsidies,2025-07-13,5535,7.2
Odisha,Revenue,DigiLocker Pull,2025-11-07,3891,11.1
Karnataka,General Administration,Driving License (Sarathi),2025-09-20,4752,1.8
Maharashtra,General Administration,Driving License (Sarathi),2025-07-26,5188,4.6
Karnataka,General Administration,Caste Certificate,2025-12-08,4184,1.1
Orissa,General Administration,Ration Subsidies,2025-07-23,5688,4.4
Karnataka,Transport,Driving License (Sarathi),2025-08-10,4459,0.1
Odisha,General Administration,Vehicle Registration (Vahan),2025-10-30,5754,0.3
Puducherry,PDS,DigiLocker Pull,2025-07-07,5339,6.9
Uttarakhand,Identity,Driving License (Sarathi),2025-12-30,3260,8.0
Delhi,Identity,DigiLocker Pull,2025-12-26,2031,11.2
Karnataka,PDS,Vehicle Registration (Vahan),2025-11-13,2628,0.0
Karnataka,Transport,Vehicle Registration (Vahan),2025-07-09,4306,12.7
Uttarakhand,General Administration,Ration Subsidies,2025-11-23,8709,0.7
Karnataka,Identity,Driving License (Sarathi),2025-11-27,5501,9.3
Puducherry,Identity,Caste Certificate,2025-11-09,8198,0.2
Maharashtra,Identity,Driving License (Sarathi),2025-11-26,4365,19.4
Orissa,General Administration,DigiLocker Pull,2025-09-15,3651,8.9
Karnataka,Revenue,Driving License (Sarathi),2025-11-01,6426,3.8
Karnataka,Transport,DigiLocker Pull,2025-09-01,9341,2.6
Delhi,PDS,Driving License (Sarathi),2025-08-24,6996,0.7
Delhi,Transport,Caste Certificate,2025-10-21,3476,9.3
Uttarakhand,PDS,Ration Subsidies,2025-12-29,3938,3.6
Karnataka,PDS,Vehicle Registration (Vahan),2025-09-06,5172,4.2
Delhi,PDS,Driving License (Sarathi),2025-11-07,4820,2.4
Uttarakhand,General Administration,Driving License (Sarathi),2025-11-24,6471,2.3
Orissa,Revenue,Caste Certificate,2025-12-23,3666,0.4
Odisha,Revenue,Driving License (Sarathi),2025-07-10,4929,11.6
Maharashtra,Revenue,Ration Subsidies,2025-07-30,3424,23.0
Uttaranchal,PDS,Driving License (Sarathi),2025-10-08,3104,2.6
Karnataka,Revenue,Driving License (Sarathi),2025-11-04,6301,2.1
Maharashtra,PDS,Vehicle Registration (Vahan),2025-09-15,4739,7.7
Delhi,General Administration,Driving License (Sarathi),2025-07-15,6851,0.1
Karnataka,Transport,Ration Subsidies,2025-07-25,4605,0.3
Karnataka,Revenue,Vehicle Registration (Vahan),2025-11-16,4353,7.2
Puducherry,Transport,Ration Subsidies,2025-12-16,5023,4.5
Karnataka,Revenue,Vehicle Registration (Vahan),2025-12-12,6277,1.6
Odisha,PDS,Ration Subsidies,2025-08-13,3070,4.0
Karnataka,PDS,Driving License (Sarathi),2025-08-07,3425,8.0
Delhi,Revenue,Vehicle Registration (Vahan),2025-12-17,6921,16.5
Puducherry,Identity,Vehicle Registration (Vahan),2025-12-31,6723,0.9
Odisha,General Administration,Caste Certificate,2025-12-12,2637,2.0
Delhi,PDS,Caste Certificate,2025-07-13,6611,6.5
Maharashtra,PDS,Ration Subsidies,2025-10-05,1940,17.3
Odisha,Transport,Caste Certificate,2025-11-15,4377,3.3
Maharashtra,PDS,Driving License (Sarathi),2025-07-03,5498,2.2
Maharashtra,PDS,Vehicle Registration (Vahan),2025-07-07,7241,2.2
Maharashtra,Transport,DigiLocker Pull,2025-11-11,6338,5.6
Maharashtra,Transport,DigiLocker Pull,2025-07-04,3620,13.6
Uttaranchal,General Administration,DigiLocker Pull,2025-12-23,1774,1.2
Maharashtra,PDS,DigiLocker Pull,2025-11-02,2035,5.9
Puducherry,Revenue,Vehicle Registration (Vahan),2025-08-26,4520,5.8
Orissa,Revenue,Caste Certificate,2025-09-28,3006,3.8
Delhi,PDS,Vehicle Registration (Vahan),2025-11-03,3147,0.8
Karnataka,General Administration,Caste Certificate,2025-07-25,5741,2.1
Delhi,Revenue,DigiLocker Pull,2025-10-13,3020,2.7
Maharashtra,Identity,Caste Certificate,2025-10-30,2855,16.7
Puducherry,Identity,Driving License (Sarathi),2025-08-30,5041,11.4
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-07-01,4995,9.6
Maharashtra,Identity,Caste Certificate,2025-10-21,3555,4.2
Uttarakhand,General Administration,DigiLocker Pull,2025-10-19,7065,4.8
Maharashtra,Identity,Vehicle Registration (Vahan),2025-11-26,5887,1.0
Maharashtra,PDS,Ration Subsidies,2025-07-23,3747,0.3
Odisha,Revenue,Ration Subsidies,2025-11-08,1832,9.8
Delhi,PDS,Driving License (Sarathi),2025-09-15,3146,3.1
Odisha,Revenue,Ration Subsidies,2025-10-22,3028,4.0
Puducherry,Revenue,Caste Certificate,2025-08-30,4045,1.5
Odisha,Identity,Caste Certificate,2025-09-05,6076,0.3
Maharashtra,Transport,Vehicle Registration (Vahan),2025-11-15,4109,5.6
Delhi,General Administration,Ration Subsidies,2025-07-17,3810,13.5
Maharashtra,PDS,Vehicle Registration (Vahan),2025-10-26,3072,5.4
Maharashtra,Identity,Driving License (Sarathi),2025-07-05,2177,2.2
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-05,6002,4.6
Maharashtra,General Administration,Ration Subsidies,2025-08-18,2357,10.3
Puducherry,Revenue,DigiLocker Pull,2025-10-15,7458,2.3
NCT of Delhi,Revenue,DigiLocker Pull,2025-10-07,4630,9.0
Odisha,Transport,Caste Certificate,2025-10-09,5516,1.4
Puducherry,PDS,Driving License (Sarathi),2025-07-08,5051,0.6
Puducherry,Revenue,Vehicle Registration (Vahan),2025-07-06,6135,11.4
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-06,2132,1.0
Maharashtra,Transport,Vehicle Registration (Vahan),2025-12-02,3626,1.1
Orissa,Identity,Ration Subsidies,2025-08-29,5341,0.2
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-09-22,3680,22.3
NCT of Delhi,Identity,Caste Certificate,2025-12-06,4250,5.5
Puducherry,PDS,Driving License (Sarathi),2025-10-07,6122,
Delhi,General Administration,Vehicle Registration (Vahan),2025-07-21,7092,1.0
Maharashtra,Identity,Vehicle Registration (Vahan),2025-09-17,11469,4.1
Karnataka,PDS,Ration Subsidies,2025-09-27,6266,9.8
Maharashtra,Identity,DigiLocker Pull,2025-08-17,4856,2.1
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-12-13,3287,3.9
Puducherry,Transport,Vehicle Registration (Vahan),2025-07-20,3959,22.9
Maharashtra,PDS,Ration Subsidies,2025-08-03,4071,7.3
,Revenue,Ration Subsidies,2025-08-24,3929,3.6
Odisha,Revenue,Driving License (Sarathi),2025-11-15,6642,13.1
Odisha,Revenue,Ration Subsidies,2025-09-17,4015,2.7
Puducherry,Identity,Caste Certificate,2025-11-01,5834,0.8
Orissa,Transport,Vehicle Registration (Vahan),2025-08-01,5550,0.7
Karnataka,Revenue,Driving License (Sarathi),2025-09-18,3058,0.5
Maharashtra,Revenue,Driving License (Sarathi),2025-07-01,5570,2.9
Maharashtra,Transport,Vehicle Registration (Vahan),2025-09-23,3568,13.9
Karnataka,Identity,DigiLocker Pull,2025-09-01,4133,3.6
Karnataka,Identity,DigiLocker Pull,2025-12-10,5355,5.2
Puducherry,General Administration,Vehicle Registration (Vahan),2025-09-03,7669,9.4
Delhi,General Administration,Driving License (Sarathi),2025-10-26,5814,9.0
Karnataka,General Administration,Ration Subsidies,2025-08-01,7322,4.6
Maharashtra,PDS,Caste Certificate,2025-10-01,5701,2.5
Karnataka,Revenue,Caste Certificate,2025-07-26,3415,0.2
Orissa,Revenue,DigiLocker Pull,2025-12-20,6541,5.6
Maharashtra,PDS,Vehicle Registration (Vahan),2025-08-16,4048,1.3
Delhi,Revenue,Vehicle Registration (Vahan),2025-10-12,6875,1.2
Maharashtra,PDS,DigiLocker Pull,2025-07-22,4120,28.8
Karnataka,General Administration,Driving License (Sarathi),2025-12-29,5479,1.6
Delhi,Identity,Driving License (Sarathi),2025-11-20,4036,9.6
Karnataka,Transport,Driving License (Sarathi),2025-08-06,5817,1.5
Maharashtra,Revenue,DigiLocker Pull,2025-12-22,2644,12.0
Odisha,General Administration,Caste Certificate,2025-08-03,4887,14.9
Maharashtra,Transport,DigiLocker Pull,2025-09-19,4061,6.8
Uttarakhand,Identity,Vehicle Registration (Vahan),2025-09-17,3166,12.4
Puducherry,Identity,DigiLocker Pull,2025-10-08,4369,2.4
Maharashtra,PDS,Caste Certificate,2025-08-20,4509,1.4
Odisha,PDS,Vehicle Registration (Vahan),2025-09-05,10424,6.0
Orissa,Revenue,Caste Certificate,2025-10-19,4189,5.9
Uttarakhand,Identity,Caste Certificate,2025-10-28,3719,3.3
Karnataka,Identity,Driving License (Sarathi),2025-12-29,7998,
Delhi,Revenue,Caste Certificate,2025-12-10,8767,1.0
Maharashtra,Transport,Ration Subsidies,2025-12-06,6859,2.9
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-09-27,4365,1.3
Maharashtra,General Administration,DigiLocker Pull,2025-09-25,5549,4.0
Karnataka,General Administration,Vehicle Registration (Vahan),2025-08-26,2194,4.4
Delhi,Revenue,DigiLocker Pull,2025-08-23,5788,0.8
Karnataka,Transport,DigiLocker Pull,2025-08-16,5546,5.5
Maharashtra,Identity,DigiLocker Pull,2025-08-16,7002,2.1
Maharashtra,Transport,Ration Subsidies,2025-12-02,3598,6.8
Karnataka,PDS,Ration Subsidies,2025-09-03,4273,1.0
Maharashtra,PDS,Vehicle Registration (Vahan),2025-11-27,8140,7.3
Maharashtra,General Administration,DigiLocker Pull,2025-09-10,6174,0.6
Delhi,General Administration,Vehicle Registration (Vahan),2025-07-26,4089,1.3
Puducherry,General Administration,Vehicle Registration (Vahan),2025-11-15,5081,4.6
Puducherry,Transport,Caste Certificate,2025-10-08,6132,1.5
Maharashtra,General Administration,Driving License (Sarathi),2025-07-25,2908,1.0
Delhi,Revenue,Caste Certificate,2025-11-02,5453,8.0
Delhi,General Administration,Caste Certificate,2025-09-27,5444,3.8
Uttarakhand,Identity,Caste Certificate,2025-12-19,3088,2.0
Puducherry,Identity,Ration Subsidies,2025-10-15,5481,12.4
Delhi,General Administration,Ration Subsidies,2025-08-01,3512,19.6
,Identity,Vehicle Registration (Vahan),2025-12-09,4876,2.0
Karnataka,Identity,DigiLocker Pull,2025-08-26,3659,0.3
NCT of Delhi,Revenue,DigiLocker Pull,2025-11-15,5756,2.0
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-09-30,6788,1.2
Karnataka,Transport,DigiLocker Pull,2025-09-05,4756,3.0
Odisha,Identity,Driving License (Sarathi),2025-09-09,7091,2.8
Delhi,General Administration,Vehicle Registration (Vahan),2025-12-23,2480,0.1
Odisha,Transport,Driving License (Sarathi),2025-07-19,4824,1.1
Puducherry,Identity,DigiLocker Pull,2025-08-16,3164,3.9
Karnataka,Identity,Vehicle Registration (Vahan),2025-11-21,3207,3.3
Maharashtra,Revenue,Driving License (Sarathi),2025-09-17,4870,7.0
Karnataka,PDS,Vehicle Registration (Vahan),2025-08-16,5137,5.6
Puducherry,Transport,Ration Subsidies,2025-11-23,6690,0.9
Delhi,General Administration,Driving License (Sarathi),2025-10-21,3974,0.3
Orissa,PDS,Vehicle Registration (Vahan),2025-12-12,5704,0.1
Delhi,Identity,Vehicle Registration (Vahan),2025-08-19,4224,1.8
Puducherry,General Administration,DigiLocker Pull,2025-07-06,4558,6.3
Maharashtra,Revenue,Ration Subsidies,2025-09-26,3137,0.6
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-07-24,5307,5.6
Delhi,General Administration,Vehicle Registration (Vahan),2025-11-20,3738,12.6
Maharashtra,Identity,Driving License (Sarathi),2025-11-08,4786,1.6
Orissa,Transport,Caste Certificate,2025-12-22,4791,0.9
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-17,4114,6.9
Delhi,PDS,Caste Certificate,2025-07-29,2610,6.3
Maharashtra,Transport,Caste Certificate,2025-11-04,4259,9.9
Uttarakhand,General Administration,Ration Subsidies,2025-07-15,4402,3.6
Puducherry,Identity,Vehicle Registration (Vahan),2025-12-29,2779,4.6
Delhi,PDS,Ration Subsidies,2025-09-04,1978,6.2
Karnataka,General Administration,Driving License (Sarathi),2025-09-20,3909,8.3
Uttaranchal,Transport,Vehicle Registration (Vahan),2025-09-28,6242,24.8
Orissa,Transport,Ration Subsidies,2025-09-19,3617,1.9
Karnataka,Transport,DigiLocker Pull,2025-11-25,7197,1.2
Karnataka,Transport,Caste Certificate,2025-09-21,5876,0.6
Delhi,Transport,Vehicle Registration (Vahan),2025-09-25,4330,3.0
Odisha,PDS,Vehicle Registration (Vahan),2025-12-24,4552,7.6
Delhi,PDS,Caste Certificate,2025-11-01,5410,3.3
Karnataka,General Administration,Driving License (Sarathi),2025-09-02,6400,1.4
Delhi,Transport,Ration Subsidies,2025-10-30,3639,5.2
Delhi,Identity,Ration Subsidies,2025-11-17,2937,2.4
Karnataka,General Administration,Caste Certificate,2025-07-03,3314,7.4
Maharashtra,PDS,Ration Subsidies,2025-11-05,5297,
Odisha,PDS,Caste Certificate,2025-10-11,3051,1.1
Maharashtra,Identity,Ration Subsidies,2025-07-11,2843,23.4
Puducherry,PDS,Driving License (Sarathi),2025-08-27,3946,11.7
Delhi,PDS,Driving License (Sarathi),2025-07-18,5177,5.0
Delhi,Revenue,Driving License (Sarathi),2025-11-06,7162,19.3
Delhi,Transport,Driving License (Sarathi),2025-11-13,6113,11.6
Delhi,Transport,Ration Subsidies,2025-10-22,3739,2.2
Karnataka,Identity,Caste Certificate,2025-12-12,3612,4.9
Puducherry,Identity,Vehicle Registration (Vahan),2025-09-25,6786,0.3
Karnataka,General Administration,Driving License (Sarathi),2025-10-03,7205,2.9
Maharashtra,Identity,Ration Subsidies,2025-10-04,5316,5.6
Maharashtra,Revenue,Caste Certificate,2025-12-11,3758,13.3
Odisha,Transport,Ration Subsidies,2025-11-17,4963,3.1
Odisha,Identity,Driving License (Sarathi),2025-10-30,9505,5.5
Uttarakhand,PDS,Driving License (Sarathi),2025-11-06,6175,7.1
Maharashtra,Transport,Caste Certificate,2025-07-13,5553,16.1
Odisha,Identity,Ration Subsidies,2025-10-03,6397,10.0
Delhi,Identity,Caste Certificate,2025-10-22,3751,0.3
Maharashtra,General Administration,DigiLocker Pull,2025-11-15,2675,8.9
Uttarakhand,General Administration,Ration Subsidies,2025-11-16,4941,14.0
Maharashtra,Identity,Caste Certificate,2025-08-31,4102,11.7
Uttarakhand,Revenue,Ration Subsidies,2025-07-25,3951,3.3
Karnataka,Transport,Driving License (Sarathi),2025-10-10,6695,0.6
Odisha,Transport,Vehicle Registration (Vahan),2025-09-11,4868,10.8
Puducherry,General Administration,DigiLocker Pull,2025-11-16,5277,3.4
Delhi,Revenue,Vehicle Registration (Vahan),2025-08-03,7654,6.9
Delhi,Revenue,Driving License (Sarathi),2025-11-11,2798,4.7
Uttarakhand,Revenue,Driving License (Sarathi),2025-12-01,5966,2.6
Delhi,Transport,DigiLocker Pull,2025-07-09,4386,2.7
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-12,5631,1.6
Karnataka,General Administration,DigiLocker Pull,2025-11-15,4144,22.5
Karnataka,Transport,Driving License (Sarathi),2025-07-12,5031,10.3
NCT of Delhi,Identity,Driving License (Sarathi),2025-11-17,6159,0.8
Karnataka,Revenue,Caste Certificate,2025-08-01,5324,4.3
Uttarakhand,Identity,Ration Subsidies,2025-11-26,5427,1.6
Maharashtra,General Administration,Caste Certificate,2025-11-26,2560,5.1
Karnataka,Transport,Vehicle Registration (Vahan),2025-12-08,2335,3.9
Puducherry,General Administration,Driving License (Sarathi),2025-09-15,5626,3.3
Puducherry,Identity,DigiLocker Pull,2025-09-16,4163,0.9
Maharashtra,Transport,Ration Subsidies,2025-09-27,5961,6.0
Odisha,Identity,Driving License (Sarathi),2025-12-13,3894,1.1
Karnataka,PDS,Ration Subsidies,2025-12-17,7336,0.5
Delhi,Transport,DigiLocker Pull,2025-08-11,4756,1.2
Karnataka,PDS,Driving License (Sarathi),2025-11-14,3015,2.9
Maharashtra,Identity,Caste Certificate,2025-09-15,5975,26.4
Karnataka,General Administration,Driving License (Sarathi),2025-09-27,2945,10.3
Maharashtra,Identity,DigiLocker Pull,2025-09-27,4483,1.9
Puducherry,General Administration,Ration Subsidies,2025-07-05,2345,0.9
Orissa,Transport,Driving License (Sarathi),2025-09-08,4119,4.2
Odisha,Transport,Ration Subsidies,2025-08-06,4313,0.2
Uttarakhand,Identity,Caste Certificate,2025-08-08,9608,17.9
Maharashtra,Transport,Vehicle Registration (Vahan),2025-07-08,2606,13.3
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-07-12,5295,3.9
Puducherry,Identity,Driving License (Sarathi),2025-12-07,4949,1.5
Maharashtra,PDS,Caste Certificate,2025-10-24,3688,10.0
Karnataka,General Administration,DigiLocker Pull,2025-11-06,6271,9.7
Odisha,Identity,DigiLocker Pull,2025-11-03,4510,5.0
Karnataka,PDS,DigiLocker Pull,2025-10-22,4848,15.7
Maharashtra,Revenue,Driving License (Sarathi),2025-10-04,6867,2.9
Maharashtra,Transport,Caste Certificate,2025-12-24,5363,8.5
Uttarakhand,Transport,Ration Subsidies,2025-12-13,6926,4.8
Maharashtra,PDS,Caste Certificate,2025-10-08,4205,5.6
Puducherry,Revenue,Caste Certificate,2025-11-01,4962,5.5
Uttarakhand,Transport,DigiLocker Pull,2025-11-25,4604,5.1
Karnataka,Transport,Caste Certificate,2025-08-19,3974,3.2
Karnataka,General Administration,DigiLocker Pull,2025-10-24,4863,19.3
,Identity,Ration Subsidies,2025-11-07,7608,8.7
Odisha,Transport,Vehicle Registration (Vahan),2025-08-16,3558,2.9
Odisha,Identity,Vehicle Registration (Vahan),2025-12-24,3013,0.5
Odisha,Revenue,DigiLocker Pull,2025-07-30,4148,0.4
Puducherry,General Administration,Ration Subsidies,2025-12-23,5457,0.8
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-12-03,4233,2.9
Karnataka,Identity,Driving License (Sarathi),2025-09-10,6569,0.8
Karnataka,Identity,Driving License (Sarathi),2025-12-14,3618,21.6
Karnataka,General Administration,DigiLocker Pull,2025-09-10,5965,23.1
Karnataka,Identity,DigiLocker Pull,2025-12-16,8693,2.1
NCT of Delhi,General Administration,Vehicle Registration (Vahan),2025-09-23,2313,12.6
Uttaranchal,Revenue,DigiLocker Pull,2025-08-29,3122,4.9
Puducherry,Revenue,Driving License (Sarathi),2025-07-30,4263,5.2
Karnataka,PDS,DigiLocker Pull,2025-10-03,6553,10.1
Uttarakhand,Revenue,DigiLocker Pull,2025-08-04,4429,9.3
Odisha,PDS,Ration Subsidies,2025-09-17,9258,2.2
Odisha,Transport,Vehicle Registration (Vahan),2025-08-13,4512,1.2
Maharashtra,General Administration,DigiLocker Pull,2025-07-09,2720,0.8
Uttarakhand,Identity,Ration Subsidies,2025-12-06,3329,2.8
